date,shift,exchanger,exchanger_info,events,tube_leak,tube_plug,tube_repair,tube_bundle_replace,tube_installed,tube_cleaning,hydroblast_cleaning,installing_plates,gasket_installed,pressure_test,temp_cooler_replace,transmitter_blowdown,drained_oil,bypass_isolation,sv_repair_replacement,steam_issue,n2_purging,dew_point_check,install_heater,capital_project,cleaning,maintenance,work_completed
03-01-2025,Day,E-246,Installed more tubes & plugs on E-246,"['maintenance', 'tube_installed', 'tube_plug']",0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Day,E-248,Work finishing up on E-248,['work_completed'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03-01-2025,Day,E-22,Cut tags for the E-22 check valve job hung (hole drilled for bleeder between the check valves to E-22),"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-01-2025,Day,E-22,Cut tags for the E-22 check valve job hung (hole drilled for bleeder between the check valves to E-22),"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-01-2025,Day,E-601,E-601 Capital project is nearing completion,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-01-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-01-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-246,E-246 passed pressure test and signed closure form,"['pressure_test', 'work_completed']",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
03-01-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-01-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-01-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-01-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Day,E-246,Installing plates on E-246,"['installing_plates', 'maintenance']",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Day,E-43C,Debusk setting up to hydro blast 175 tubes on E-43C,"['cleaning', 'hydroblast_cleaning', 'maintenance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-02-2025,Day,E-601,E-601 Capital project is complete & blinds have been removed,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-02-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-02-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-02-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-02-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-02-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-02-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Day,E-43C,Debusk Hydro blasting E-43C,"['cleaning', 'hydroblast_cleaning', 'maintenance']",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-03-2025,Day,E-43A,B&R blowing out tubes on E-43A/B/C,"['maintenance', 'tube_cleaning']",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Day,E-22,Made demo cut on E-22 inlet for new check valve and prepping for weld,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-03-2025,Day,E-604,E-604 Capital project started,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-03-2025,Day,E-601,Brown & Root torqued flanges to spec on E-601 LOTO,"['bypass_isolation', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
03-03-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-03-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-43,Debusk working on E43’s.,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-43,Torqued flanges again for the water valves at E43.,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-43,Scaffolding modifications on E43’s.,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-03-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-03-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-03-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-03-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-04-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-04-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-04-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-04-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Day,E-43,Pulled all tubes in E-43’s scheduled to pull & are stabbing replacements.,"['maintenance', 'tube_installed']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Day,E-22,Welding flanges on E-22 new check valve.,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-05-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-05-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-43,Shoved tubes in E43’s.,"['maintenance', 'tube_installed']",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-05-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-05-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-05-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-05-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Day,E-22,Finished welds on E-22 check and x-rayed,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-06-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-06-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-43,Work done on E43's.,['work_completed'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03-06-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-06-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-06-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-06-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Day,E-22,Installed E-22 check valve,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-07-2025,Day,E-43,Worked on E-43 tubes,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Day,E-20,Installing tube bundle & exchanger head on E-20,"['maintenance', 'tube_bundle_replace', 'tube_installed']",0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Day,E-14A,Bin 1   E-14A   Cleaning,"['cleaning', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
03-07-2025,Day,E-304,Bin 3   E-304   Tube repairs,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-43,More tube repair work at E43’s.,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-43,E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-20,"E-20 tube bundle needs to be pulled, rotated, and new gasket installed.","['gasket_installed', 'maintenance', 'tube_bundle_replace']",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-07-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-07-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-07-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-43,Work done on E43's.,['work_completed'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03-08-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
03-08-2025,Nights,E-17,(T/A North) Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-38,(T/A North) Bin #45: E-38,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-303,SV-9091 (E-303),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-304,3: Temp cooler to replace E-304,['temp_cooler_replace'],0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
03-08-2025,Nights,E-302,#30 : SV-6594 (E-302),"['maintenance', 'sv_repair_replacement']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-73,#33 : E-73 (Entry),[],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
03-08-2025,Nights,E-77,#37 : E-77,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-222,#38 : E-222,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-223,#39 : E-223,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-08-2025,Nights,E-11,#43 : E-11,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-43,Work done on E43's.,['work_completed'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
03-09-2025,Nights,E-43,Bin 5 E-43 A/B/C/D,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-20,B&R started rolling the tubes on E-20,"['maintenance', 'tube_repair']",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-14A,Bin #1: E-14A,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-17,Bin #8: E-17,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-12,(T/A North) Bin #2: E-12,['maintenance'],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
03-09-2025,Nights,E-603,(T/A North) Bin #6: E-603 Capital Project,"['capital_project', 'maintenance']",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
